U,A_j,alpha,threshold,mean_corr,median_corr,std_corr
0.9,2.5,1.0,0.2,0.4089615988545504,0.40188878866094657,0.1705574143999339
0.6,2.5,1.0,0.2,0.34339032311643897,0.3287690266450647,0.12780552591576283
0.3,2.5,1.0,0.2,0.26158488955729453,0.25048768599586363,0.09305589224689333
0.9,3.0,1.0,0.2,0.40995222262866676,0.3949940761167883,0.17218316372519954
0.6,3.0,1.0,0.2,0.3099846809109708,0.29978869429673993,0.12056600108288468
0.3,3.0,1.0,0.2,0.2742913085671294,0.25587858281279263,0.09725811807884213
0.9,3.5,1.0,0.2,0.3823329772463614,0.36810185458325806,0.17569644297916928
0.6,3.5,1.0,0.2,0.3003287514191391,0.2778712764193618,0.11432000183327347
0.3,3.5,1.0,0.2,0.2373038405559981,0.23998452011057383,0.11570023643093903
0.9,4.0,1.0,0.2,0.3741693840534513,0.37587173969001264,0.15901137888140632
0.6,4.0,1.0,0.2,0.27708524645591337,0.2522662764444481,0.1279890091572224
0.3,4.0,1.0,0.2,0.22479249608647867,0.2147987477178953,0.08738427946862674
0.9,4.5,1.0,0.2,0.34735637633283845,0.3462396076391363,0.14992583166324727
0.6,4.5,1.0,0.2,0.2639045968968829,0.2642263443427456,0.11118646231155274
0.3,4.5,1.0,0.2,0.204226549282861,0.20011936391536256,0.10258789153232754
0.9,5.0,1.0,0.2,0.3091786520265507,0.30378731684178206,0.13015512577414876
0.6,5.0,1.0,0.2,0.24805383351661742,0.2331925580616918,0.1013705001867625
0.3,5.0,1.0,0.2,0.18503586927961396,0.1760264279127155,0.08728538222907996
0.9,0.0,0.0,0.3,-0.00196711727396787,-0.0045597293638882826,0.025357724692040742
0.6,0.0,0.0,0.3,-0.0018944257333790182,-0.006385554731148465,0.024359551326118854
0.3,0.0,0.0,0.3,-0.0003056470695249317,-0.0015761389718238193,0.02901755882720978
0.9,0.5,0.0,0.3,0.4921816070225824,0.4767567359187302,0.19107886894014192
0.6,0.5,0.0,0.3,0.4228609010728616,0.42779123548098363,0.15379109987547337
0.3,0.5,0.0,0.3,0.37864527204601345,0.3801734428930973,0.1319316653904808
0.9,1.0,0.0,0.3,0.470068503922827,0.45336461929197985,0.1798626365827113
0.6,1.0,0.0,0.3,0.38870842405684913,0.388643587614128,0.15120342162964395
0.3,1.0,0.0,0.3,0.3531485710592688,0.3389418268363409,0.11427491353541652
0.9,1.5,0.0,0.3,0.4561204049295464,0.47250805380857497,0.1820075478056504
0.6,1.5,0.0,0.3,0.3876866562994901,0.3857338198699104,0.14387015108135867
0.3,1.5,0.0,0.3,0.3393614323675002,0.3379907967854425,0.11255089903260602
0.9,2.0,0.0,0.3,0.4286272410656711,0.4329855508809942,0.1793860966526552
0.6,2.0,0.0,0.3,0.3713369447008123,0.36174692788790164,0.14317065841006957
0.3,2.0,0.0,0.3,0.28977733026952884,0.2789228611807769,0.11896162341974902
0.9,2.5,0.0,0.3,0.4145781872222145,0.3997916403583468,0.1795274488792008
0.6,2.5,0.0,0.3,0.32945945832830176,0.33114476740578447,0.12403459208957357
0.3,2.5,0.0,0.3,0.28098876113741056,0.2782869694299685,0.10981325001535812
0.9,3.0,0.0,0.3,0.3877224031056178,0.3831658051345932,0.16828295508236069
0.6,3.0,0.0,0.3,0.3172731336093814,0.3085267399573902,0.12768213664834346
0.3,3.0,0.0,0.3,0.2677635806375948,0.2639723992905781,0.11837403354083252
0.9,3.5,0.0,0.3,0.3901966262328041,0.358861557160439,0.1866596316608158
0.6,3.5,0.0,0.3,0.2912571421992679,0.2870747159620553,0.12032163651554155
0.3,3.5,0.0,0.3,0.23450053870012286,0.23809859447558981,0.1030811491770916
0.9,4.0,0.0,0.3,0.3698226353933584,0.3353737421283738,0.17496599312617098
0.6,4.0,0.0,0.3,0.29058242247335114,0.2790330819854723,0.12651006925985478
0.3,4.0,0.0,0.3,0.2123611600622178,0.20013103863508547,0.09622464345953914
0.9,4.5,0.0,0.3,0.3348483048883973,0.3139359562038266,0.1829354967075601
0.6,4.5,0.0,0.3,0.2517601598788136,0.23908744667396722,0.13200288260279755
0.3,4.5,0.0,0.3,0.20423968191160405,0.18651581256331423,0.09502017833762966
0.9,5.0,0.0,0.3,0.3194875773231042,0.3259742053670822,0.13980021576992757
0.6,5.0,0.0,0.3,0.24285015155029985,0.2282684138960089,0.10525674088436836
0.3,5.0,0.0,0.3,0.18900166784345362,0.1837304221955185,0.0911000405547556
0.9,0.0,0.25,0.3,0.00024108388756340153,-4.469311172296349e-7,0.023309867280248094
0.6,0.0,0.25,0.3,0.0012680695556510206,-0.0014787370854418553,0.024597063658398328
0.3,0.0,0.25,0.3,0.0011083608883353893,1.3775482639575166e-5,0.02388218327997604
0.9,0.5,0.25,0.3,0.5072380940636682,0.4956069359879089,0.1878422601428792
0.6,0.5,0.25,0.3,0.4050895032160067,0.4137924063581513,0.14701807175288623
0.3,0.5,0.25,0.3,0.39170590885435547,0.37768598334314074,0.12886591257852537
0.9,1.0,0.25,0.3,0.44579518143428687,0.4337442718577928,0.170130328741268
0.6,1.0,0.25,0.3,0.41020043305101017,0.4008236518883189,0.1413435488598396
0.3,1.0,0.25,0.3,0.37580106288888204,0.3985000735618097,0.12746458488868645
0.9,1.5,0.25,0.3,0.4703591757443316,0.4320557456097184,0.19295127024731373
0.6,1.5,0.25,0.3,0.34758679152579264,0.3318137569791266,0.1424477105945152
0.3,1.5,0.25,0.3,0.3152873913230266,0.3236621667553601,0.10624490201334826
0.9,2.0,0.25,0.3,0.41309997495699896,0.3994090908862634,0.1669100254954343
0.6,2.0,0.25,0.3,0.367969934126687,0.34536445362251594,0.1368876618387536
0.3,2.0,0.25,0.3,0.2907599879907678,0.27762536288662354,0.11567165686621776
0.9,2.5,0.25,0.3,0.3979390678113686,0.3912111487452201,0.17659569511892373
0.6,2.5,0.25,0.3,0.3381937519857373,0.3269683390411797,0.13311901544291888
0.3,2.5,0.25,0.3,0.28772741324020407,0.28084923309738496,0.11124173906161249
0.9,3.0,0.25,0.3,0.36534132627145754,0.3536841309935167,0.1628726401560757
0.6,3.0,0.25,0.3,0.30264989830593725,0.2955420578009471,0.12198650565458936
0.3,3.0,0.25,0.3,0.2668311561065928,0.2507270907668458,0.12329387283035
0.9,3.5,0.25,0.3,0.3630609649604405,0.37787076833639044,0.16274228836684967
0.6,3.5,0.25,0.3,0.2871950539772239,0.26822977098915246,0.12747367710890534
0.3,3.5,0.25,0.3,0.230728539425264,0.22775748494217568,0.10014312037123252
0.9,4.0,0.25,0.3,0.3574522489071659,0.351841881107742,0.16092371006878767
0.6,4.0,0.25,0.3,0.2927605083064939,0.27921499085205975,0.10961102130582752
0.3,4.0,0.25,0.3,0.23219889605952568,0.23285652997482603,0.10293131630451774
0.9,4.5,0.25,0.3,0.3358855330597114,0.3253445531348018,0.15390966338468737
0.6,4.5,0.25,0.3,0.2815368074565852,0.2925883601572278,0.1301715367297249
0.3,4.5,0.25,0.3,0.1996705086180638,0.20159480466493082,0.08416962824108978
0.9,5.0,0.25,0.3,0.32541406993904565,0.3061884032856278,0.16809533864745782
0.6,5.0,0.25,0.3,0.2524353798947776,0.24895606063188547,0.11694053600758664
0.3,5.0,0.25,0.3,0.19866270714152634,0.18561912012567594,0.10397441952455122
0.9,0.0,0.5,0.3,-0.00041000567830708543,0.0021262424705384016,0.0248743448391584
0.6,0.0,0.5,0.3,-0.005415529913258697,-0.006466090421672708,0.025104842013890852
0.3,0.0,0.5,0.3,-0.0014283843457947227,-0.003770603835938393,0.021712298547203895
0.9,0.5,0.5,0.3,0.4866047311135816,0.506761315973473,0.19705561789159126
0.6,0.5,0.5,0.3,0.4311616569314294,0.4146346697607174,0.14124162821106875
0.3,0.5,0.5,0.3,0.3995280111359609,0.38441811875542564,0.13018555638945856
0.9,1.0,0.5,0.3,0.4551582912659014,0.4443774775876187,0.1906676146761761
0.6,1.0,0.5,0.3,0.395707428155096,0.38404583800943276,0.1432572297021849
0.3,1.0,0.5,0.3,0.38139722590824404,0.38331660026038294,0.12461345304686729
0.9,1.5,0.5,0.3,0.4214614349681274,0.40067482685292677,0.17858739227082226
0.6,1.5,0.5,0.3,0.4154466333133684,0.4211811554883551,0.14591194953929132
0.3,1.5,0.5,0.3,0.34488900358616953,0.3338075937729709,0.1179500334923393
0.9,2.0,0.5,0.3,0.4358888432921393,0.43362000656743216,0.18097443953058412
0.6,2.0,0.5,0.3,0.362798626457416,0.37741544760132184,0.12772357464212106
0.3,2.0,0.5,0.3,0.31342141734974455,0.3021645049991058,0.12265148183049693
0.9,2.5,0.5,0.3,0.38090988844532125,0.3857347907127089,0.1687464406788687
0.6,2.5,0.5,0.3,0.32257149006985114,0.31106772321297116,0.12959822551815012
0.3,2.5,0.5,0.3,0.2830178471926767,0.2747500650583271,0.11502637058144922
0.9,3.0,0.5,0.3,0.4024669285957122,0.400972457140537,0.16705633851778298
0.6,3.0,0.5,0.3,0.3291386535320229,0.32299060509046584,0.12944457355828654
0.3,3.0,0.5,0.3,0.25065215293020693,0.24094527831126933,0.12257686008320777
0.9,3.5,0.5,0.3,0.3791090664649419,0.36765722975778525,0.17549661402007333
0.6,3.5,0.5,0.3,0.30189690454559537,0.28895585780056454,0.11764756230684238
0.3,3.5,0.5,0.3,0.24325109058975783,0.23911289424886087,0.10576784024073595
0.9,4.0,0.5,0.3,0.3395952640612987,0.31950588163347954,0.1589061289111508
0.6,4.0,0.5,0.3,0.26720645344554783,0.25895404898943775,0.11492561018204994
0.3,4.0,0.5,0.3,0.2172121826666925,0.2099315711567123,0.10448958750501944
0.9,4.5,0.5,0.3,0.3363064149063096,0.30068510322650777,0.17131235673677783
0.6,4.5,0.5,0.3,0.23603561879101906,0.21715922109237235,0.11487136059389293
0.3,4.5,0.5,0.3,0.21426939669347078,0.20213866246410603,0.097152937031331
0.9,5.0,0.5,0.3,0.33087384347219284,0.31817860670899467,0.15211952034015583
0.6,5.0,0.5,0.3,0.25201770201394535,0.22593502882757582,0.11513681824640944
0.3,5.0,0.5,0.3,0.1805811146545794,0.17454812320364727,0.08742824385780962
0.9,0.0,0.75,0.3,0.0018898498996444146,0.0005185931745853205,0.02911880064222786
0.6,0.0,0.75,0.3,-0.0008190012745102688,-0.0016877974454102005,0.029747266554220234
0.3,0.0,0.75,0.3,0.0021243843466121695,-0.0031239197054196673,0.023083653979921497
0.9,0.5,0.75,0.3,0.5105553081233308,0.5317322561058409,0.178455025013406
0.6,0.5,0.75,0.3,0.4386169096828877,0.43552839559067125,0.15474346307519565
0.3,0.5,0.75,0.3,0.38568657459129696,0.40120740740794086,0.13468612037323172
0.9,1.0,0.75,0.3,0.4686052002080331,0.452143482463241,0.20017365599740772
0.6,1.0,0.75,0.3,0.41203490968597367,0.39492263183485,0.15315253295327938
0.3,1.0,0.75,0.3,0.349654535143575,0.34143779731027757,0.1284448651713077
0.9,1.5,0.75,0.3,0.4495916345903391,0.4401997719051962,0.1825327346376556
0.6,1.5,0.75,0.3,0.3893835655678315,0.3887325206847278,0.1569522115707423
0.3,1.5,0.75,0.3,0.34345750036276307,0.34978147239650026,0.11769020133162593
0.9,2.0,0.75,0.3,0.422106810142986,0.4220366343938464,0.1595954407717423
0.6,2.0,0.75,0.3,0.3540123415720639,0.35262988817920926,0.13685944406167774
0.3,2.0,0.75,0.3,0.3101292661212699,0.305137093551497,0.12071138471123471
0.9,2.5,0.75,0.3,0.40720554144657617,0.3985206455881929,0.1836982572553207
0.6,2.5,0.75,0.3,0.31395524756620197,0.30984502669129566,0.11144756057275926
0.3,2.5,0.75,0.3,0.29140318278582955,0.293460006116822,0.12964291237486417
0.9,3.0,0.75,0.3,0.3574416067902176,0.34453891483448984,0.18313806196598612
0.6,3.0,0.75,0.3,0.31985013845560667,0.29692611847709893,0.12173380719081844
0.3,3.0,0.75,0.3,0.24763098198711886,0.24601631081967015,0.10718511426522057
0.9,3.5,0.75,0.3,0.41184843209900535,0.3840406834790555,0.19791793641407684
0.6,3.5,0.75,0.3,0.287003384875983,0.27702963057442453,0.11361112875216182
0.3,3.5,0.75,0.3,0.26070904398834144,0.2542385567093439,0.10744115111731128
0.9,4.0,0.75,0.3,0.3255422865756698,0.3142172687820157,0.14730188015725207
0.6,4.0,0.75,0.3,0.2625097454385558,0.22686728755497718,0.11901178401965125
0.3,4.0,0.75,0.3,0.1960218073926102,0.18512099702100143,0.09075183191226617
0.9,4.5,0.75,0.3,0.34575445486864,0.32826494499902703,0.16596812594603833
0.6,4.5,0.75,0.3,0.2577179316003183,0.23711986784123043,0.1250360750414342
0.3,4.5,0.75,0.3,0.19526881174879032,0.18559187334084415,0.09700248492116675
0.9,5.0,0.75,0.3,0.32030005079142915,0.29119280777349565,0.153669211946701
0.6,5.0,0.75,0.3,0.23327702567089129,0.22423449809944002,0.11129507980551187
0.3,5.0,0.75,0.3,0.18215950234778283,0.1868940850639043,0.09231942137218893
0.9,0.0,1.0,0.3,0.0013786245406114913,-0.00022723151174647966,0.025571467473822978
0.6,0.0,1.0,0.3,-0.002766748716777744,-0.0032409340205329217,0.02433343458198857
0.3,0.0,1.0,0.3,2.2182246419763242e-5,-0.006281621057019402,0.025845919933759166
0.9,0.5,1.0,0.3,0.5140746251979907,0.5331787018317748,0.21252046513916395
0.6,0.5,1.0,0.3,0.4310831577554234,0.42768622782207244,0.14974533077990262
0.3,0.5,1.0,0.3,0.4059429298401636,0.40677163558334806,0.1260660553142695
0.9,1.0,1.0,0.3,0.47457429498194237,0.5025133352181895,0.19052313405616314
0.6,1.0,1.0,0.3,0.4230392685706154,0.41865525223789346,0.148567885420684
0.3,1.0,1.0,0.3,0.3413163565167714,0.34441888388656305,0.11616896830385694
0.9,1.5,1.0,0.3,0.44656095189785644,0.46506344819116713,0.16066217741515823
0.6,1.5,1.0,0.3,0.36331321509678655,0.3470762933631367,0.13336186657714008
0.3,1.5,1.0,0.3,0.35266792109791484,0.3506883886299334,0.12309652448352552
0.9,2.0,1.0,0.3,0.44380043633964616,0.44157406661729337,0.17672806668794494
0.6,2.0,1.0,0.3,0.3504407921357631,0.34908045461131587,0.14995264471561365
0.3,2.0,1.0,0.3,0.3289020194000228,0.32309588927237554,0.12837850998226583
0.9,2.5,1.0,0.3,0.4127083247246688,0.40589753531539013,0.18069464487758843
0.6,2.5,1.0,0.3,0.32867831286851107,0.3145300558228824,0.1296012143552935
0.3,2.5,1.0,0.3,0.2656330168352642,0.2523749756851753,0.10927439826322215
0.9,3.0,1.0,0.3,0.39165663558331404,0.3817674644994418,0.1799403193543083
0.6,3.0,1.0,0.3,0.33123594126439765,0.3259811753987766,0.11855500011762062
0.3,3.0,1.0,0.3,0.2646008633502915,0.26785640109546227,0.11234296164574573
0.9,3.5,1.0,0.3,0.36594207599708084,0.3541701149367711,0.17123301210865258
0.6,3.5,1.0,0.3,0.31059582852522377,0.2989692479489291,0.13000832124312178
0.3,3.5,1.0,0.3,0.2358623727641157,0.23424987892036242,0.11079868964836297
0.9,4.0,1.0,0.3,0.3466308127062526,0.3394523286771284,0.1557051231071592
0.6,4.0,1.0,0.3,0.295499993727725,0.2654152226923279,0.12291655767752489
0.3,4.0,1.0,0.3,0.21051738197647998,0.21357965728555495,0.08587769727344162
0.9,4.5,1.0,0.3,0.3440028619751247,0.3494697142885656,0.14923709834722773
0.6,4.5,1.0,0.3,0.2585795539277384,0.23144247762358222,0.11483906830367945
0.3,4.5,1.0,0.3,0.2090907659907355,0.18980489379551918,0.0961196336895146
0.9,5.0,1.0,0.3,0.31735580367490795,0.270593303583321,0.17523632039115725
0.6,5.0,1.0,0.3,0.24161005891438517,0.23173622423606677,0.10679793018837715
0.3,5.0,1.0,0.3,0.1908385089368117,0.17723978141070723,0.08429486279430184
