U,A_j,alpha,threshold,mean_I,median_I,std_I
0.6,1.0,0.75,0.1,0.7060222795828079,0.7296241211882035,0.13966637018338396
0.6,1.0,0.75,0.2,0.5657651873867533,0.5698006592743068,0.1733466475837296
0.6,1.0,0.75,0.3,0.4317766875064562,0.4320212870570341,0.18974562471628503
0.6,1.0,1.0,0.1,0.7016582361882123,0.7035910373822604,0.1347787050886955
0.6,1.0,1.0,0.2,0.5786367623486014,0.5877114965152355,0.1676625217669802
0.6,1.0,1.0,0.3,0.4332499834287422,0.44950191806700623,0.1558893933413128
0.6,1.5,0.0,0.1,0.6995618670955046,0.6805573227453782,0.11791633418239635
0.6,1.5,0.0,0.2,0.5367040228741393,0.556515595279585,0.15917674067345916
0.6,1.5,0.0,0.3,0.3989605045241674,0.38404156328074934,0.18294965996951465
0.6,1.5,0.25,0.1,0.697873431362839,0.6909140525067505,0.1417270738780995
0.6,1.5,0.25,0.2,0.5362495781470641,0.5359585217011802,0.17380642847305774
0.6,1.5,0.25,0.3,0.40192355880104214,0.3774423083913057,0.1866672862114411
0.6,1.5,0.5,0.1,0.6865326157227014,0.6900832779188211,0.13659562213651058
0.6,1.5,0.5,0.2,0.5378863127785971,0.5623213870078192,0.15774922129248642
0.6,1.5,0.5,0.3,0.39834856624685216,0.4037879539154107,0.19878139568774092
0.6,1.5,0.75,0.1,0.6931808369506466,0.6945588326124286,0.13445620169582048
0.6,1.5,0.75,0.2,0.5424820823553834,0.5495975554672947,0.17486847179235898
0.6,1.5,0.75,0.3,0.4531288789080321,0.4722099719155171,0.1968836139960675
0.6,1.5,1.0,0.1,0.7197443617966567,0.7214750265649755,0.10743697294013015
0.6,1.5,1.0,0.2,0.513889832713945,0.5119621023839825,0.16465087314392862
0.6,1.5,1.0,0.3,0.38447856991612667,0.37119089229940716,0.16135451161952272
0.6,2.0,0.0,0.1,0.6638547338215761,0.7022423493317589,0.1454811936921457
0.6,2.0,0.0,0.2,0.5581861474357023,0.5478905807181373,0.16843807768367347
0.6,2.0,0.0,0.3,0.4010103969545307,0.38846184977750364,0.18576728131013226
0.6,2.0,0.25,0.1,0.6851164809828133,0.6864700807962757,0.13715497607991908
0.6,2.0,0.25,0.2,0.49080006749777155,0.47764514636965705,0.15843836297918612
0.6,2.0,0.25,0.3,0.39788379654305933,0.3735192397168843,0.17996008880899
0.6,2.0,0.5,0.1,0.6866677861084675,0.6945343491676692,0.13441214873247698
0.6,2.0,0.5,0.2,0.5458123733884576,0.5637667488452696,0.1603838770694
0.6,2.0,0.5,0.3,0.3914140695219715,0.3641139593496385,0.1779346132611894
0.6,2.0,0.75,0.1,0.6738412083222941,0.6804567467766532,0.1318258883259578
0.6,2.0,0.75,0.2,0.5077208338596205,0.49710468467474467,0.19145586605890105
0.6,2.0,0.75,0.3,0.4121876761827254,0.40224885277378597,0.182698658172177
0.6,2.0,1.0,0.1,0.6924326727225977,0.7068467786606996,0.14311868875512374
0.6,2.0,1.0,0.2,0.5158011884426731,0.5145647771253978,0.15423743406721815
0.6,2.0,1.0,0.3,0.3897387868292112,0.3957306109436515,0.17560328742102793
0.6,2.5,0.0,0.1,0.6478902307286917,0.6586368079639671,0.1277508302696741
0.6,2.5,0.0,0.2,0.4762747579188581,0.4615579930405078,0.17133844811020332
0.6,2.5,0.0,0.3,0.37268652619321857,0.35316004405892554,0.1814567216726444
0.6,2.5,0.25,0.1,0.6265925281041963,0.6299182156098535,0.12031202990679937
0.6,2.5,0.25,0.2,0.49357711933906934,0.47737100495798485,0.1613141870587748
0.6,2.5,0.25,0.3,0.3535321964009847,0.34168332355442727,0.15049982258283712
0.6,2.5,0.5,0.1,0.6402835075169441,0.6428461886028722,0.1461138080265429
0.6,2.5,0.5,0.2,0.491629642331569,0.4916478239763592,0.1500711696884903
0.6,2.5,0.5,0.3,0.3891579105365334,0.36238687804507497,0.17547183739247368
0.6,2.5,0.75,0.1,0.6652629224299365,0.6861048024838243,0.1300866999992329
0.6,2.5,0.75,0.2,0.48856862786597427,0.47015074529718537,0.15799857749066284
0.6,2.5,0.75,0.3,0.3673659151485086,0.34941904026606474,0.17042410311789027
0.6,2.5,1.0,0.1,0.659660223820511,0.6623037306179589,0.1430488568542064
0.6,2.5,1.0,0.2,0.48875782428879894,0.4930331018140014,0.16692576564006933
0.6,2.5,1.0,0.3,0.37143794527987056,0.350128277560875,0.17603700407111636
0.6,3.0,0.0,0.1,0.649095626169492,0.6512834724539674,0.14156397599192497
0.6,3.0,0.0,0.2,0.4581008963824555,0.4617027447874151,0.1444925659133028
0.6,3.0,0.0,0.3,0.3376299245145119,0.3133107088003205,0.1718080960852104
0.6,3.0,0.25,0.1,0.6287021280841983,0.6284456328496626,0.13308051874970384
0.6,3.0,0.25,0.2,0.43502852866803365,0.4163126859317082,0.17319436392794765
0.6,3.0,0.25,0.3,0.3214513587665973,0.2895595044481264,0.16905809921754103
0.6,3.0,0.5,0.1,0.6526669412799896,0.6689699505188713,0.14600347394351654
0.6,3.0,0.5,0.2,0.4502340514097374,0.4391398934176799,0.16519732525536748
0.6,3.0,0.5,0.3,0.3734336737013278,0.35338510657534816,0.1556750195472725
0.6,3.0,0.75,0.1,0.6300886844801658,0.6242648768970886,0.1287330806570297
